epoch,train_accuracy,train_loss,test_accuracy,test_loss
1,98.78333333333333,0.056372946217656136,97.5,0.09933003301918507
2,99.12083333333334,0.0325417217578118,96.8,0.10125374450720846
3,99.5,0.021650795556604863,97.91666666666667,0.07188277925985555
4,99.7625,0.011743712725893904,98.31666666666666,0.056136348558900255
5,99.6875,0.012707206512064051,98.38333333333334,0.05312428351398558
